"State","Bill Number","Name","Summary","Bill Progress","Last Action","Action Date"
"MD","SB326","Juvenile Law - Questioning of a Juvenile - Crime of Violence or Crime Involving a Firearm","Providing that a law enforcement officer may conduct a certain interrogation of a child if probable cause exists for the law enforcement officer to believe that the child committed a certain crime of violence or a crime involving a firearm and the law enforcement officer has made an effort reasonably calculated to give actual notice to the child's parent, guardian, or custodian that the child will be interrogated.","In Committee","Senate Judicial Proceedings Hearing (13:00:00 2/13/2024 )","02/13/2024"
"MD","SB327","Family Law - Child Custody - Determinations","Authorizing the court, in determining legal and physical custody in certain child custody proceedings, to consider certain factors; and authorizing the court to modify a child custody or visitation order if the court determines that there has been a material change in circumstances since the issuance of the order that relates to the needs of the child or the ability of the parents to meet those needs and that modifying the order is in the best interest of the child.","In Committee","Senate Judicial Proceedings Hearing (13:00:00 2/13/2024 )","02/13/2024"
"MD","SB328","Funding for Wages and Benefits for Nursing Home Workers (Nursing Home Staffing Crisis Funding Act of 2024)","AN ACT concerning Funding for Wages and Benefits for Nursing Home Workers (Nursing Home Staffing Crisis Funding Act of 2024) FOR the purpose of requiring that the Governor’s proposed budget for certain fiscal years include a certain percentage reimbursement rate increase for providers of certain health care services under the Maryland Medical Assistance Program, the Maryland Children’s Health Program, and the Community First Choice program; requiring nursing homes to annually submit a certain cost report to the Maryland Department of Health; requiring that a certain percentage of the funding increase for certain fiscal years be used to fund wages and benefits for certain workers; and generally relating to the reimbursement of service providers under the Maryland Medical Assistance Program, the Maryland Children’s Health Program, and the Community First Choice program. BY repealing and reenacting, with amendments, Article - Health - General Section 16-201.4 Annotated Code of Maryland (2023 Replacement Volume) BY adding to Article - Health - General Section 16-209 Annotated Code of Maryland (2023 Replacement Volume)","In Committee","Senate Budget and Taxation Hearing (13:00:00 1/24/2024 )","01/24/2024"
"MD","SB330","State Board of Dietetic Practice - Dietician-Nutritionists - Licensure Requirements","Requiring that an individual shall have received a master's degree rather than a baccalaureate degree to be licensed as a dietician-nutritionist.","In Committee","Senate Finance Hearing (13:00:00 2/13/2024 )","02/13/2024"
"MD","SB331","Task Force to Study Paratransit in Maryland","Establishing the Task Force to Study Paratransit in Maryland; requiring the Task Force to study paratransit in the State, including current, needed, and expected funding for paratransit, reasons for current funding and spending gaps, and the role public-private partnerships could play in meeting funding and service gaps; and requiring the Task Force to report, on or before June 30, 2025, its findings and recommendations to the General Assembly.","In Committee","Withdrawn by Sponsor","02/15/2024"
"MD","SB332","Hospitals and Urgent Care Centers - Sepsis Protocol (Lochlin's Law)","AN ACT concerning Hospitals and Urgent Care Centers - Sepsis Protocol (Lochlin’s Law) FOR the purpose of requiring, on or before a certain date, each hospital and urgent care center in the State to implement a certain protocol for the early recognition and treatment of a patient with sepsis, severe sepsis, or septic shock; requiring hospitals and urgent care centers to require periodic training in the implementation of the protocol for certain staff; and generally relating to sepsis protocols in hospitals and urgent care centers. BY adding to Article - Health - General Section 19-310.4 Annotated Code of Maryland (2023 Replacement Volume)","In Committee","Senate Finance Hearing (13:00:00 2/15/2024 )","02/15/2024"
"MD","SB333","Housing and Community Development - Affordable Housing - Identifying Suitable Property","Repealing a requirement that the Department of Housing and Community Development identify certain property as suitable for use or redevelopment; prohibiting the Department from identifying certain property for use or redevelopment as affordable housing; and requiring the Department to consider certain factors when identifying whether a  property is suitable for use or redevelopment as affordable housing.","Crossed Over","Referred Environment and Transportation","02/28/2024"
"MD","SB334","Higher Education - Maryland Dent-Care Program - Eligibility","Expanding eligibility for the Maryland Dent-Care Program to include part-time dentists and dental hygienists who are practicing under a general or limited license; and authorizing the Office of Student Financial Assistance within the Maryland Higher Education Commission, in collaboration with the Maryland Department of Health, to establish prorated loan repayment assistance for part-time dentists and dental hygienists.","In Committee","Senate Education, Energy, and the Environment Hearing (13:00:00 2/14/2024 )","02/14/2024"
"MD","SB335","Health Occupations - Private Dental Offices - Infection Control","AN ACT concerning Health Occupations - Private Dental Offices - Infection Control FOR the purpose of requiring each owner of a private dental office to designate a licensed dentist to be the supervising dentist for the private dental office; requiring a supervising dentist to complete the registration required by the State Board of Dental Examiners and be responsible for all infection control activities within the private dental office; establishing a certain limit on the number of private dental offices that a supervising dentist may supervise; requiring the owner of a private dental office to designate an interim supervising dentist under certain circumstances; authorizing the Board to charge a certain registration fee; and generally relating to infection control in private dental offices. BY adding to Article - Health Occupations Section 4-104 Annotated Code of Maryland (2021 Replacement Volume and 2023 Supplement) BY repealing and reenacting, without amendments, Article - Health Occupations Section 4-308(l)(1) Annotated Code of Maryland (2021 Replacement Volume and 2023 Supplement)","In Committee","Senate Finance Hearing (13:00:00 2/13/2024 )","02/13/2024"
"MD","SB336","Insurance - Producer Licensing Requirements - Education and Experience","Repealing the requirements for education and experience for licensing of certain insurance producers, including producers for property and casualty insurance, life insurance, health insurance, annuities, and related products.","Crossed Over","Referred Economic Matters Health and Government Operations","02/16/2024"
"MD","SB337","Environment - Commission on Climate Change Membership - Additions","Adding the Secretary of Emergency Management, or the Secretary's designee, and the Chair of the Public Service Commission, or the Chair's designee, as members of the Commission on Climate Change.","Crossed Over","Referred Environment and Transportation Economic Matters","02/16/2024"
"MD","SB338","Somerset County - Alcoholic Beverages - Class C Veterans' Organization or Club License","Authorizing the holder of a Class C (veterans' organization or club) license in Somerset County to purchase alcoholic beverages from a retail dealer.","In Committee","Senate Finance Hearing (13:00:00 2/23/2024 )","02/23/2024"
"MD","SB340","Property Tax - Credit to Offset Increases in Local Tax Revenue","Authorizing Baltimore City, a county, or a municipal corporation to grant the property tax credit to offset increases in local income tax revenues to the owner-occupied property of a homeowner for taxable years beginning after June 30, 2022, but before July 1, 2025, whether or not the homeowner has an application for the homestead property tax credit on file with the State Department of Assessments and Taxation, notwithstanding a certain provision of law.","In Committee","Senate Budget and Taxation Hearing (13:00:00 1/24/2024 )","01/24/2024"
"MD","SB341","Commission on African American History and Culture - Museum Name Change","Altering the name of the museum operated by the Commission on African American History and Culture in certain provisions of law from the ""Banneker-Douglass Museum"" to the ""Banneker-Douglass-Tubman Museum"".","Crossed Over","Referred Health and Government Operations","02/12/2024"
"MD","SB343","Renters’ Property Tax Relief and Homeowners’ Property Tax Credit Programs – Gross Income and Assessed Value Limitations – Alterations","AN ACT concerning Renters’ Property Tax Relief and Homeowners’ Property Tax Credit Programs - Gross Income and Assessed Value Limitations - Alterations FOR the purpose of altering the definition of “gross income” to exclude certain public assistance for purposes of the renters’ property tax relief program and the homeowners’ property tax credit program; increasing certain combined gross income limits used to determine eligibility for the tax credits; increasing the maximum assessed value of a dwelling on which the homeowners’ property tax credit is calculated; and generally relating to property tax credits for renters and homeowners. BY repealing and reenacting, without amendments, Article - Tax - Property Section 9-102(a)(1), (b), and (h)(1) and 9-104(a)(1) and (3), (f), and (g)(1) Annotated Code of Maryland (2019 Replacement Volume and 2023 Supplement) BY repealing and reenacting, with amendments, Article - Tax - Property Section 9-102(a)(6) and (9) and 9-104(a)(8) and (14) and (j)(1) Annotated Code of Maryland (2019 Replacement Volume and 2023 Supplement)","In Committee","Senate Budget and Taxation Hearing (13:00:00 1/24/2024 )","01/24/2024"
"MD","SB392","Agricultural Land - Adversarial Foreign Governments - Restrictions on Property Interests","Prohibiting adversarial foreign governments from purchasing, acquiring, leasing, or holding any property interest in agricultural land in the State; and requiring the Attorney General to enforce the Act in a certain manner.","In Committee","Senate Education, Energy, and the Environment Hearing (13:00:00 2/13/2024 )","02/13/2024"
"MD","SB420","State Procurement - Preferred Providers - Removal of Maryland Correctional Enterprises","Repealing certain provisions of law establishing Maryland Correctional Enterprises as a preferred provider of supplies and services for certain State procurements.","In Committee","Senate Budget and Taxation Hearing (13:00:00 1/31/2024 )","01/31/2024"
"MD","SB421","Drunk Driving Offenses - Ignition Interlock System Program","AN ACT concerning Drunk Driving Offenses - Ignition Interlock System Program FOR the purpose of requiring the Motor Vehicle Administration to require certain persons who are convicted of, or granted certain probation for, certain drunk driving offenses to participate in the Ignition Interlock System Program for certain periods of time; and generally relating to participation in the Ignition Interlock System Program. BY repealing and reenacting, without amendments, Article - Transportation Section 16-404.1(a)(1), (4), and (5), (b)(1), and (d)(1)(ii) and (3) Annotated Code of Maryland (2020 Replacement Volume and 2023 Supplement) BY repealing and reenacting, with amendments, Article - Transportation Section 16-404.1(c)(1) and (d)(1)(i)1., (2)(i), and (4) Annotated Code of Maryland (2020 Replacement Volume and 2023 Supplement) BY repealing Article - Transportation Section 16-404.1(d)(1)(i)2. Annotated Code of Maryland (2020 Replacement Volume and 2023 Supplement) BY adding to Article - Transportation Section 16-404.1(d)(1)(i)2. Annotated Code of Maryland (2020 Replacement Volume and 2023 Supplement) SENATE BILL 421","In Committee","Senate Judicial Proceedings Hearing (13:00:00 2/13/2024 )","02/13/2024"
"MD","SB422","Income Tax - Subtraction Modification - Foreign Service Retirement Income","AN ACT concerning Income Tax - Subtraction Modification - Foreign Service Retirement Income FOR the purpose of allowing a subtraction modification under the Maryland income tax for certain foreign service retirement income received by an individual during the taxable year; providing that foreign service retirement income that is included in the subtraction allowed under this Act may not be taken into account for purposes of a certain subtraction modification under the Maryland income tax for certain retirement income; and generally relating to a subtraction modification under the Maryland income tax for foreign service retirement income. BY repealing and reenacting, without amendments, Article - Tax - General Section 10-207(a) Annotated Code of Maryland (2022 Replacement Volume and 2023 Supplement) BY adding to Article - Tax - General Section 10-207(pp) Annotated Code of Maryland (2022 Replacement Volume and 2023 Supplement) BY repealing and reenacting, with amendments, Article - Tax - General Section 10-209(d) Annotated Code of Maryland (2022 Replacement Volume and 2023 Supplement)","In Committee","Senate Budget and Taxation Hearing (13:00:00 1/31/2024 )","01/31/2024"
"MD","SB424","Criminal Procedure - Admission of Out-of-Court Statements - Assault in the Second Degree","Providing that during the trial of a criminal case in which a defendant is charged with an assault in the second degree, a certain statement is not excluded by the hearsay rule if the statement is offered against a party that has engaged in, directed, or conspired to commit wrongdoing that was intended to and did procure the unavailibility of the declarant of the statement, under certain circumstances.","In Committee","Senate Judicial Proceedings Hearing (13:00:00 2/9/2024 )","02/09/2024"
"MD","SB425","Maryland Meals for Achievement In-Classroom Breakfast Program - Alterations (Maryland Meals for Achievement Flexibility Act of 2024)","Clarifying that secondary schools participating in the Maryland Meals for Achievement In-Classroom Breakfast Program may serve breakfast in any broadly accessible part of the school; and authorizing elementary schools participating in the Program, subject to certain approval and allowances, to serve breakfast in any broadly accessible part of the school, including from ""Grab and Go"" carts after the arrival of students to the school, provided that students are allowed to consume the meal in the classroom after the start of the school day.","Crossed Over","Referred Ways and Means","02/28/2024"
"MD","SB426","Education - Maryland STEM Program - Established","Establishing the Maryland STEM Program in the State Department of Education to provide additional compensation to educators who teach STEM classes at nonpublic schools; authorizing nonpublic schools to apply for the Program and requiring participating nonpublic schools to report certain information to the Department each year; requiring public schools to inform current and retired teachers about the Program and to submit a list of interested teachers to the superintendent of the local school system each year; etc.","In Committee","Senate Education, Energy, and the Environment Hearing (14:00:00 2/7/2024 )","02/07/2024"
"MD","SB427","Public Health – Overdose and Infectious Disease Prevention Services Program","Authorizing a community-based organization, with the approval of the Maryland Department of Health, to establish an Overdose and Infectious Disease Prevention Services Program to provide a location for the consumption of preobtained drugs, provide sterile needles, administer first aid, and certain other services; authorizing a Program to bill the insurance carrier of an individual who uses the services; authorizing the Department to approve not more than six programs, preferably two in urban, two in rural, and two in suburban areas; etc.","In Committee","Senate Finance Hearing (13:00:00 2/20/2024 )","02/20/2024"
"MD","SB429","Corporations and Associations - Protestant Episcopal Church, Diocese of Washington","AN ACT concerning Corporations and Associations - Protestant Episcopal Church, Diocese of Washington FOR the purpose of repealing uncodified provisions of law relating to the Protestant Episcopal Church, Diocese of Washington, commonly known as the “Vestry Act”; providing for the governance of religious corporations in union with the Protestant Episcopal Church, Diocese of Washington; and generally relating to the Protestant Episcopal Church, Diocese of Washington. BY repealing and reenacting, without amendments, Article - Corporations and Associations Section 5-301(a) Annotated Code of Maryland (2014 Replacement Volume and 2023 Supplement) BY repealing and reenacting, with amendments, Article - Corporations and Associations Section 5-301(e) Annotated Code of Maryland (2014 Replacement Volume and 2023 Supplement) BY adding to Article - Corporations and Associations Section 5-341 and 5-342 to be under the new part “Part VII. Protestant Episcopal Church, Diocese of Washington” Annotated Code of Maryland (2014 Replacement Volume and 2023 Supplement) BY repealing Chapter 96 of the Acts of the General Assembly of 1976 SENATE BILL 429","In Committee","Senate Judicial Proceedings Hearing (13:00:00 2/13/2024 )","02/13/2024"
"MD","SB430","Community Health and Safety Works Grant Program and Fund - Establishment","Establishing the Community Health and Safety Works Grant Program in the Department of Housing and Community Development to support certain eligible projects that improve the quality of life within and economic potential of Maryland communities by making targeted investments in crime prevention strategies to address certain concerns in certain areas; establishing the Community Health and Safety Works Grant Program Fund to provide financial assistance in the form of grants under the provisions of the Program for eligible projects; etc.","Crossed Over","Referred Environment and Transportation","02/16/2024"
"MD","SB431","Workers' Compensation - Occupational Disease Presumption - Long COVID (Home of the Brave Act of 2024)","Establishing that governmental essential workers are presumed to have an occupational disease that is compensable under workers' compensation law after being diagnosed with long COVID under certain circumstances; and applying the Act retroactively.","In Committee","Senate Finance Hearing (13:00:00 3/5/2024 )","03/05/2024"
"MD","SB432","Public Schools - Active Shooter Safety Drills or Trainings - Requirements","Requiring the Maryland Center for School Safety to collaborate with an institution of higher education or a designated federal or national research entity to study the effectiveness and impact of active shooter safety drills or trainings by researching and analyzing data collected by local school systems; requiring the Center to identify best practices for active shooter safety drills or trainings on or before October 1, 2024; requiring local school systems to provide parents with the annual schedule active shooter safety drills; etc.","In Committee","Senate Education, Energy, and the Environment Hearing (14:00:00 2/7/2024 )","02/07/2024"
"MD","SB433","State Department of Education - Soccer Opportunities Program - Establishment","Establishing the Soccer Opportunities Program in the State Department of Education to increase opportunities for minority students to participate in soccer in their communities; and requiring the Governor, beginning in fiscal year 2026, to include in the annual budget bill an appropriation of at least $80,000 for the Program.","In Committee","Senate Education, Energy, and the Environment Hearing (13:00:00 2/28/2024 )","02/28/2024"
"MD","SB434","Education - State Library Resource Center - Funding","Altering the calculation of certain funding for the State Library Resource Center for fiscal years 2025 through 2027 and each fiscal year thereafter.","Crossed Over","Referred Ways and Means","03/01/2024"
"MD","SB435","Criminal Law – Crimes of Arson – Prohibitions and Penalties","Prohibiting a person from committing a certain crime of arson that causes injury to a firefighter during the response to the fire or the efforts to suppress the fire; and establishing that a person who violates the Act is guilty of a felony and on conviction is subject to imprisonment not exceeding 10 years.","In Committee","Senate Judicial Proceedings Hearing (13:00:00 2/9/2024 )","02/09/2024"
"MD","SB437","Carroll County - Contracts and Purchasing","Increasing from $25,000 to $50,000 the cost of a public work or improvement or the purchase price of supplies or equipment for which the County Commissioners of Carroll County may enter into a contract; and requiring that when the cost of a public work or improvement or the purchase price of supplies or equipment in Carroll County exceeds $50,000 under certain conditions, the Procurement Officer for the County Commissioner shall advertise for bids for at least 1 week in a media accessible to the general public.","Crossed Over","Referred Environment and Transportation","02/14/2024"
"MD","SB438","Family Law - Fundamental Parental Rights","AN ACT concerning Family Law - Fundamental Parental Rights FOR the purpose of establishing that a parent has the fundamental right to direct the upbringing, education, care, and welfare of the parent’s child; prohibiting the State or a political subdivision from infringing on a parent’s fundamental right to direct the upbringing, education, care, and welfare of the parent’s child unless the State or political subdivision can demonstrate by clear and convincing evidence certain factors; and generally relating to fundamental parental rights. BY adding to Article - Family Law Section 5-2B-01 through 5-2B-03 to be under the new subtitle “Subtitle 2B. Fundamental Parental Rights” Annotated Code of Maryland (2019 Replacement Volume and 2023 Supplement)","In Committee","Senate Judicial Proceedings Hearing (13:00:00 2/14/2024 )","02/14/2024"
"MD","SB439","Family Law - Victims of Domestic Violence Program - Certification and Grant Fund","Requiring a victims of domestic violence program to be certified by the federally recognized State domestic violence coalition as a comprehensive domestic violence program; establishing the Victims of Domestic Violence Program Grant Fund as a special, nonlapsing fund in the Governor's Office of Crime Prevention, Youth, and Victim Services;  requiring interest earnings of the Fund to be credited to the Fund; and requiring the Governor to include in the annual budget bill an appropriation of $5,000,000 to the Fund.","In Committee","Senate Judicial Proceedings Hearing (13:00:00 2/15/2024 )","02/15/2024"
"MD","SB440","Income Tax Credit - Venison Donation","Allowing an individual, subject to certain requirements and limitations, to claim a credit against the State income tax for certain qualified expenses if the individual harvests an antlerless deer and donates the deer meat to certain organizations; and requiring, on or before January 31 each year, each venison donation program that accepts certain donations to report to the Comptroller the name and home address of and the number of deer donated by each donor who intended to claim the income tax credit.","Crossed Over","Referred Ways and Means","03/01/2024"
"MD","SB441","Janet L. Hoffman Loan Assistance Repayment Program - Nancy Grasmick Public School Professional Award - School Nurses","Expanding the Nancy Grasmick Public School Professional Award within the Janet L. Hoffman Loan Assistance Repayment Program to include school nurses who are licensed as registered nurses, provide health services in public schools, and are employed by a county school system or a local health department to provide health services through an agreement with a county board.","Crossed Over","Referred Appropriations","03/01/2024"
"MD","SB443","End-of-Life Option Act (The Honorable Elijah E. Cummings and the Honorable Shane E. Pendergrass Act)","AN ACT concerning End-of-Life Option Act (The Honorable Elijah E. Cummings and the Honorable Shane E. Pendergrass Act) FOR the purpose of authorizing an individual to request aid in dying by making certain requests; establishing requirements and prohibitions governing aid in dying, including requirements related to requests for aid in dying, consulting physicians, mental health assessments, the disposal of drugs prescribed for aid in dying, health care facility policies, and the effect of aid in dying on insurance policies; authorizing a pharmacist to dispense medication for aid in dying only to certain individuals under certain circumstances; providing that the death of a qualified individual by reason of self-administration of certain medication shall be deemed to be a death from certain natural causes for certain purposes; providing that this Act does not authorize certain individuals to end another individual’s life by certain means; providing that participation by a health care provider in aid in dying is voluntary; authorizing the Maryland Insurance Commissioner to enforce certain provisions of this Act; establishing that a licensed health care professional does not violate the statutory prohibition on assisted suicide by taking certain actions in accordance with this Act; and generally relating to aid in dying. BY repealing and reenacting, with amendments, Article - Criminal Law Section 3-103 Annotated Code of Maryland (2021 Replacement Volume and 2023 Supplement) BY adding to Article - Health - General Section 5-6A-01 through 5-6A-16 to be under the new subtitle “Subtitle 6A. The Honorable Elijah E. Cummings and the Honorable Shane E. Pendergrass SENATE BILL 443 End-of-Life Option Act” Annotated Code of Maryland (2023 Replacement Volume) BY adding to Article - Insurance Section 27-208.1 Annotated Code of Maryland (2017 Replacement Volume and 2023 Supplement)","In Committee","Senate Judicial Proceedings Hearing (13:00:00 2/8/2024 )","02/08/2024"
"MD","SB444","Maryland Longitudinal Data System Center - Student Information - United States Census Bureau","Authorizing the Governing Board of the Maryland Longitudinal Data System Center to authorize the Center to send student information to the United States Census Bureau.","Crossed Over","Referred Ways and Means","02/16/2024"
"MD","SB445","Maryland Department of Health - 2-1-1 Maryland - Oversight","AN ACT concerning Maryland Department of Health - 2-1-1 Maryland - Oversight FOR the purpose of defining the term “Health and Human Services Referral System” for the purposes of certain provisions of law governing the System to mean a certain coordinated system for health and human service resources that is accessible to State residents, rather than a certain telephone service; altering the definition of “2-1-1 Maryland” to clarify that it is the entity that administers the 2-1-1 system in the State; repealing the requirement that the Maryland Department of Health evaluate the performance of certain call centers and make certain recommendations regarding the quality of service provided by call centers and corrective action to be taken by a call center; and generally relating to 2-1-1 Maryland. BY repealing and reenacting, with amendments, Article - Health - General Section 24-1201 through 24-1204 Annotated Code of Maryland (2023 Replacement Volume)","In Committee","Senate Education, Energy, and the Environment Hearing (13:00:00 2/8/2024 )","02/08/2024"
"MD","SB446","Local Government - Condominium and Homeowners Associations - Repair and Rehabilitation Funds","AN ACT concerning Local Government - Condominium and Homeowners Associations - Repair and Rehabilitation Funds FOR the purpose of authorizing a county or municipality to establish a certain fund for the purpose of providing support for the repair of infrastructure in a community subject to a condominium association or homeowners association; requiring that certain property tax revenues be assigned to a fund created under this Act in a certain manner; and generally relating to public funding for the repair or rehabilitation of infrastructure. BY adding to Article - Local Government Section 1-1319 Annotated Code of Maryland (2013 Volume and 2023 Supplement) Preamble","In Committee","Senate Budget and Taxation Hearing (13:00:00 1/31/2024 )","01/31/2024"
"MD","SB447","Residential Owners in Common Ownership Communities - Bill of Rights","AN ACT concerning Residential Owners in Common Ownership Communities - Bill of Rights FOR the purpose of establishing a bill of rights for unit owners of a condominium, members of a cooperative housing corporation, and lot owners of a homeowners association; and generally relating to residential owners in common ownership communities. BY adding to Article - Real Property Section 1-105 Annotated Code of Maryland (2023 Replacement Volume) Preamble","In Committee","Senate Judicial Proceedings Hearing (13:00:00 2/14/2024 )","02/14/2024"
"MD","SB448","Commission to Study African American Civil War Soldiers in Maryland","AN ACT concerning Commission to Study African American Civil War Soldiers in Maryland FOR the purpose of establishing the Commission to Study African American Civil War Soldiers in Maryland to study the history of the African American soldiers who fought for the Union Army and make certain recommendations regarding a memorial dedicated to African American Civil War soldiers; and generally relating to the Commission to Study African American Civil War Soldiers in Maryland.","In Committee","Senate Education, Energy, and the Environment Hearing (13:00:00 2/8/2024 )","02/08/2024"
"MD","SB450","Baltimore County - Speed Monitoring Systems - Residential Districts","AN ACT concerning Baltimore County - Speed Monitoring Systems - Residential Districts FOR the purpose of establishing that certain provisions of law authorizing the use of speed monitoring systems in certain residential districts apply in Baltimore County; requiring that all speed limit signs within certain segments of certain highways in Baltimore County include certain signs; making placement and use of a speed monitoring system under this Act contingent on a determination by the Baltimore County Police Department that the speed monitoring system is necessary and on the approval of the Baltimore County Council; and generally relating to speed monitoring systems in Baltimore County. BY repealing and reenacting, without amendments, Article - Transportation Section 21-101(a) and (s) and 21-809(a)(1) and (8) and (b)(1)(i) Annotated Code of Maryland (2020 Replacement Volume and 2023 Supplement) BY repealing and reenacting, with amendments, Article - Transportation Section 21-809(b)(1)(vi) and (viii) Annotated Code of Maryland (2020 Replacement Volume and 2023 Supplement) BY adding to Article - Transportation Section 21-809(b)(1)(xii) Annotated Code of Maryland (2020 Replacement Volume and 2023 Supplement)","In Committee","Senate Judicial Proceedings Hearing (13:00:00 2/15/2024 )","02/15/2024"
"MD","SB451","Baltimore County Board of Education - Nonstudent Member Compensation and Student Member Scholarships - Alterations","Altering the annual compensation of certain nonstudent members of the Baltimore County Board of Education from $7,500 to $16,500; providing that the chair of the county board is entitled to a certain annual compensation of $17,500; and increasing from $7,500 to $10,000 the amount that a student member of the board is granted for a certain scholarship.","In Committee","Senate Education, Energy, and the Environment Hearing (13:00:00 2/28/2024 )","02/28/2024"
"MD","SB452","Courts - Prohibited Liability Agreements - Recreational Facilities","AN ACT concerning Courts - Prohibited Liability Agreements - Recreational Facilities FOR the purpose of establishing that a provision in a contract or agreement relating to the use of a recreational facility that purports to limit the recreational facility’s liability, or release the recreational facility from or indemnify or hold harmless the recreational facility against liability, for injury caused by negligence or other wrongful acts is void and unenforceable under certain circumstances; and generally relating to liability agreements and recreational facilities. BY adding to Article - Courts and Judicial Proceedings Section 5-401.2 Annotated Code of Maryland (2020 Replacement Volume and 2023 Supplement)","In Committee","Senate Judicial Proceedings Hearing (13:00:00 2/8/2024 )","02/08/2024"
"MD","SB453","Mental Health - Emergency Evaluation and Involuntary Admission Procedures and Assisted Outpatient Treatment Programs","Requiring a peace officer, when the peace officer receives a petition for emergency evaluation for an individual, to transport the emergency evaluee to a nearby emergency facility, rather than the nearest emergency facility; authorizing a psychiatric nurse practitioner to evaluate an emergency evaluee for purposes of involuntary admission; requiring each county to establish an assisted outpatient treatment program; etc.","In Committee","Senate Finance Hearing (13:00:00 2/20/2024 )","02/20/2024"
"MD","SB454","Criminal Procedure - Expungement - Completion of Sentence","Altering certain provisions of law relating to waiting periods for the filing of certain petitions for expungement to authorize the filing of a petition a certain amount of time after the completion of the sentence.","In Committee","Senate Judicial Proceedings Hearing (13:00:00 2/9/2024 )","02/09/2024"
"MD","SB455","College Preparatory Programs and College Admissions Applications – Fees – Prohibition","Prohibiting a county board from charging fees to certain students related to enrollment in or completion of The International Baccalaureate Diploma Program or a comparable program consisting of Advanced Placement courses specified by the College Board; and prohibiting public institutions of higher education from charging a graduate of an approved public high school in the State any fees associated with certain college admissions applications.","In Committee","Senate Education, Energy, and the Environment Hearing (13:00:00 2/14/2024 )","02/14/2024"
"MD","SB456","Alcoholic Beverages – Retail Delivery – Local Delivery Service Permit","Establishing a local delivery service permit that authorizes the holder to deliver alcoholic beverages from a retail license holder that is authorized to deliver alcoholic beverages to purchasers in a certain jurisdiction under certain circumstances; authorizing retail license holders to deliver alcoholic beverages to purchasers in a certain jurisdiction through a third-party contractor, an independent contractor, or an agent that holds a certain delivery service permit under certain circumstances; etc.","In Committee","Senate Finance Hearing (13:00:00 2/23/2024 )","02/23/2024"
"MD","SB458","Campaign Finance - Political Organizations - Prohibitions and Disclosures","Prohibiting certain political organizations from fraudulently claiming to be acting on behalf of a candidate or political party; prohibiting certain political organizations from making expenditures or disbursements to an entity owned or controlled by certain individuals; prohibiting certain political organizations from employing certain individuals or allowing certain individuals to volunteer on behalf of the political organization; requiring certain political organizations to make certain disclosures; etc.","In Committee","Senate Education, Energy, and the Environment Hearing (13:00:00 2/21/2024 )","02/21/2024"
"MD","SB459","Grant Applications and Reporting - Maryland Efficient Grant Application Council - Alterations","Altering the composition of the Maryland Efficient Grant Application Council by removing the Director of the Governor's Grants Office or the Director's designee and adding the Comptroller or the Comptroller's designee; requiring the Council to study and make recommendations to the Department of Budget and Management regarding the creation of a State Grants Ombudsperson; altering certain reporting requirements; and extending the termination date of the Council to June 30, 2029.","Crossed Over","Referred Health and Government Operations","02/21/2024"
"MD","SB460","Unemployment Insurance - Benefits - Election Judges","Altering the definition of ""wages"" for purposes of State unemployment insurance law to exclude compensation received for serving as an election judge for a local board of elections in the State; and prohibiting an individual from being denied unemployment benefits for failure to meet certain requirements due to service as an election judge in the State.","In Committee","Senate Finance Hearing (13:00:00 3/5/2024 )","03/05/2024"
"MD","SB461","State Real Estate Commission - Complaints - Advertising Violations","Providing that a complaint filed with the State Real Estate Commission alleging an advertising violation may be made anonymously but must be accompanied by documentary or other evidence.","Crossed Over","Referred Economic Matters","02/28/2024"
"MD","SB462","Licensed Real Estate Brokers - Branch Offices - Designation of Managers","Authorizing a licensed real estate broker to designate himself or herself as the manager of a branch office maintained by the licensed real estate broker.","Crossed Over","Referred Economic Matters","02/28/2024"
"MD","SB463","Vehicle Laws - Special Registration Plates - Submarine Warfare","Requiring the Motor Vehicle Administration to develop and make available a specially designed registration plate that features the statement ""Submarine Warfare"".","In Committee","Senate Judicial Proceedings Hearing (13:00:00 2/15/2024 )","02/15/2024"
"MD","SB464","Urban State Highways - Speed Limits - Exceptions","AN ACT concerning Urban State Highways - Speed Limits - Exceptions FOR the purpose of authorizing the State Highway Administration to decrease the maximum speed limit by a certain amount on certain urban State highways without an engineering and traffic investigation; and generally relating to speed limits on urban State highways. BY repealing and reenacting, without amendments, Article - Transportation Section 8-630(a)(1) and (3) and 21-801.1(b) Annotated Code of Maryland (2020 Replacement Volume and 2023 Supplement) BY repealing and reenacting, with amendments, Article - Transportation Section 21-802 Annotated Code of Maryland (2020 Replacement Volume and 2023 Supplement)","In Committee","Senate Judicial Proceedings Hearing (13:00:00 2/15/2024 )","02/15/2024"
"MD","SB466","Wage and Hour Law - Minor League Baseball Players - Exemption","Exempting minor league baseball players who are compensated under the terms of a collective bargaining agreement that expressly provides for the wages and working conditions of employees from the Maryland Wage and Hour Law.","Crossed Over","Referred Economic Matters","02/23/2024"
"MD","SB467","General Provisions - Commemorative Days - Prince Hall Day","Requiring the Governor to annually proclaim the second Sunday in September as Prince Hall Day.","In Committee","Senate Education, Energy, and the Environment Hearing (13:00:00 3/8/2024 )","03/08/2024"
