title,publication_date,domain,topic,topic_summary,x,y,url
Elon Musk wields ‘chainsaw for bureaucracy’ on stage at CPAC to symbolize DOGE’s massive government cuts,2025-02-20,nypost.com,0,uncategorized,32.703518,-12.295066,https://nypost.com/2025/02/20/us-news/elon-musk-wields-chainsaw-for-bureaucracy-on-stage-at-cpac-to-symbolize-doges-massive-government-cuts/
"DRAIN THE SWAMP Act seeks to move DC bureaucracy ‘out of crazy town,’ House DOGE leader says",2025-02-12,foxnews.com,0,uncategorized,-1.8166627,10.888942,https://www.foxnews.com/politics/drain-swamp-act-seeks-move-dc-bureaucracy-out-house-doge-leader-says
"Fort Knox gold: Trump vows to 'make sure' it's there, echoing Musk",2025-02-20,usatoday.com,0,uncategorized,-26.866488,-19.136034,https://www.usatoday.com/story/news/politics/2025/02/20/fort-knox-gold-donald-trump-elon-musk/79314407007/
Judge Chutkan calls Presidents Day hearing in DOGE case,2025-02-17,newsweek.com,1,Elon Musk's Influence in Government,-12.99693,-9.854518,https://www.newsweek.com/president-donald-trump-doge-elon-musk-lawsuit-federal-washington-judge-tanya-chutkan-2032171
Treasury probes DOGE access to federal payment system,2025-02-14,newsweek.com,0,uncategorized,-4.8605213,0.6003035,https://www.newsweek.com/treasury-probes-doge-access-federal-payment-system-2031257
DOGE meets with Pentagon officials to plan cuts at the biggest U.S. department,2025-02-18,cbsnews.com,0,uncategorized,-9.457077,17.368486,https://www.cbsnews.com/news/doge-defense-cuts-planning-meeting/
"Dems torched over DOGE security claims after allowing 'wide-open' border, 'empowering Iran'",2025-02-14,foxnews.com,0,uncategorized,0.9770991,7.8003206,https://www.foxnews.com/politics/dems-torched-over-doge-security-claims-after-allowing-wide-open-border-empowering-iran
"Musk is not DOGE employee, has no more authority than other WH staff, new filing says",2025-02-18,foxnews.com,1,Elon Musk's Influence in Government,-9.332395,-4.351945,https://www.foxnews.com/politics/white-house-says-musk-not-doge-employee-has-no-more-authority-than-other-wh-staff
Dems spar over DOGE cuts with Trump education nominee Linda McMahon,2025-02-13,foxnews.com,0,uncategorized,-14.820137,13.223432,https://www.foxnews.com/politics/dems-spar-over-doge-cuts-trump-education-nominee-linda-mcmahon
Elon Musk open to sending stimulus checks: How much Americans could get,2025-02-19,newsweek.com,3,DOGE stimulus check debate,-5.8035245,29.549938,https://www.newsweek.com/elon-musk-open-sending-stimulus-checks-how-much-americans-could-get-2033304
Acting social security head who denied access to Musk team leaves agency,2025-02-18,theguardian.com,0,uncategorized,10.928543,23.686764,https://www.theguardian.com/us-news/2025/feb/18/musk-social-security-administration-michelle-king
Federal judge delays unions' request to block DOGE access to agency information,2025-02-14,foxnews.com,0,uncategorized,-16.175188,-6.901842,https://www.foxnews.com/politics/federal-judge-hears-labor-departments-renewed-request-block-doge-access
Elon Musk made DOGE a family affair to humanize his image,2025-02-12,cnn.com,0,uncategorized,31.732834,-10.768018,https://www.cnn.com/2025/02/12/tech/elon-musk-x-oval-office/index.html
Elon Musk-owned X settles with Donald Trump over January 6 suspension,2025-02-12,cnn.com,0,uncategorized,3.2539246,-28.052649,https://www.cnn.com/2025/02/12/business/x-settlement-musk-trump-jan-6/index.html
Schumer reveals Dem counter-offensive against Trump's DOGE audit,2025-02-10,foxnews.com,0,uncategorized,2.1040597,8.357767,https://www.foxnews.com/politics/schumer-reveals-dem-counter-offensive-against-trumps-doge-audit
"Black Lives Matter leader rejects 'performative, cult-like' protests against Trump, Elon Musk's DOGE team",2025-02-18,foxnews.com,0,uncategorized,-2.7011764,2.3228657,https://www.foxnews.com/media/black-lives-matter-leader-rejects-performative-cult-like-protests-against-trump-elon-musks-doge-team
"Dallas protesters slam President Trump, Elon Musk and DOGE for cutting federal workers",2025-02-17,cbsnews.com,0,uncategorized,0.43330628,-17.943989,https://www.cbsnews.com/texas/news/dallas-protesters-slam-president-trump-elon-musk-and-doge-for-cutting-federal-workers/
Trump's DOGE stays on track after pair of federal judge rulings,2025-02-20,foxnews.com,0,uncategorized,-17.844862,-6.496957,https://www.foxnews.com/politics/trumps-doge-stays-track-after-pair-federal-judge-rulings
Jay Leno sells Tesla Model S P90D from Elon Musk to Florida fan,2025-02-10,usatoday.com,0,uncategorized,14.863422,-28.237482,https://www.usatoday.com/story/money/cars/2025/02/10/jay-leno-tesla-model-s-florida/78384965007/
"Capitol agenda: Budget resolutions moving, DOGE hearing",2025-02-12,politico.com,0,uncategorized,-4.156583,-13.97134,https://www.politico.com/live-updates/2025/02/12/congress/budget-johnson-doge-00203756
"Marjorie Taylor Greene shares what's next for House DOGE panel, whether Elon Musk would testify",2025-02-12,foxnews.com,0,uncategorized,-3.0071406,6.393431,https://www.foxnews.com/politics/marjorie-taylor-greene-shares-whats-next-house-doge-panel-whether-elon-musk-would-testify
"Sam Altman says OpenAI ""not for sale"" after Musk launches bid",2025-02-11,newsweek.com,0,uncategorized,28.089325,-25.839685,https://www.newsweek.com/sam-altman-openai-elon-musk-offer-2029328
'Saved the country': CPAC attendees see silver lining after Elon Musk's DOGE speech,2025-02-21,foxnews.com,0,uncategorized,3.7314095,1.7669953,https://www.foxnews.com/politics/saved-country-cpac-attendees-see-silver-lining-after-elon-musks-doge-speech
US nuclear weapons agency hit by layoffs after DOGE exemption denied,2025-02-14,usatoday.com,0,uncategorized,-10.9036665,11.700414,https://www.usatoday.com/story/news/politics/2025/02/14/nuclear-weapons-agency-lays-off-hundreds-employees/78629362007/
Nolte: Musk Floats Idea of Taxpayer Rebate Checks Based on DOGE Savings,2025-02-19,breitbart.com,0,uncategorized,-8.022145,28.254744,https://www.breitbart.com/politics/2025/02/19/nolte-musk-floats-idea-of-taxpayer-rebate-checks-based-on-doge-savings/
"Who Runs Elon Musk’s DOGE? Not Musk, the White House Says.",2025-02-18,nytimes.com,1,Elon Musk's Influence in Government,-9.35965,-1.818568,https://www.nytimes.com/2025/02/18/us/politics/elon-musk-doge-leader.html
DOGE claims credit for $4 million sale of school building auctioned under Biden administration,2025-02-21,cbsnews.com,0,uncategorized,-13.736539,21.757359,https://www.cbsnews.com/news/doge-claims-credit-for-selling-building-auctioned-under-biden-administration/
Elon Musk rebuffs claims that Tesla could invest in Nissan,2025-02-21,theguardian.com,0,uncategorized,19.108902,-28.893335,https://www.theguardian.com/business/2025/feb/21/elon-musk-rebuffs-claims-that-tesla-could-invest-in-nissan
Elon Musk's DOGE sued by 14 states,2025-02-14,newsweek.com,0,uncategorized,-14.413699,-9.581826,https://www.newsweek.com/elon-musk-doge-lawsuit-14-states-2031205
Elon Musk compares ‘Trump Derangement Syndrome’ to rabies in sit-down with president: ‘I used to be adored by the left’,2025-02-18,nypost.com,0,uncategorized,13.208243,-2.2898793,https://nypost.com/2025/02/18/us-news/elon-musk-compares-trump-derangement-syndrome-to-rabies-in-sit-down-with-president/
Trump fights back after DOGE blocked from accessing files,2025-02-10,newsweek.com,0,uncategorized,-16.320692,-3.9013798,https://www.newsweek.com/trump-doge-treasury-elon-musk-federal-judge-access-engelmayer-2028693
Bannon Calls Musk a ‘Parasitic Illegal Immigrant’,2025-02-18,nytimes.com,0,uncategorized,19.291101,-9.170547,https://www.nytimes.com/2025/02/18/us/politics/steve-bannon-elon-musk-feud.html
Trump temporarily thwarted in DOGE mission to end USAID,2025-02-13,foxnews.com,0,uncategorized,-20.599785,-5.958376,https://www.foxnews.com/politics/trump-temporarily-thwarted-doge-mission-end-usaid
"DOGE staffer creates AI chatbot for making government ""less dumb"": Report",2025-02-19,newsweek.com,0,uncategorized,-13.029605,18.496613,https://www.newsweek.com/doge-staffer-creates-ai-chatbot-making-government-less-dumb-report-2033048
"Elon Musk debuts Grok 3, an AI model that he says outperforms ChatGPT and DeepSeek",2025-02-18,cnn.com,0,uncategorized,27.230362,-22.948338,https://www.cnn.com/2025/02/18/tech/grok-3-release-elon-musk/index.html
Crane to Introduce Articles of Impeachment Against Judge Blocking DOGE,2025-02-12,breitbart.com,0,uncategorized,-12.700308,-14.857259,https://www.breitbart.com/politics/2025/02/12/eli-crane-to-introduce-articles-of-impeachment-against-judge-blocking-doge-audit-of-treasury-payments/
Trump's House allies unveil bill 'hand in hand' with DOGE crackdown,2025-02-11,foxnews.com,0,uncategorized,-3.1273882,24.91559,https://www.foxnews.com/politics/trumps-house-allies-unveil-bill-hand-in-hand-doge-crackdown
'DOGE boys': Dems fume over spending cut spree at rally outside Trump's next potential target,2025-02-10,foxnews.com,0,uncategorized,3.195357,10.294526,https://www.foxnews.com/politics/doge-boys-dems-fume-over-spending-cut-spree-rally-outside-trumps-next-potential-target
Capitol agenda: GOP starts to balk at Musk cuts,2025-02-18,politico.com,0,uncategorized,-3.7770581,-13.726982,https://www.politico.com/live-updates/2025/02/18/congress/what-were-watching-00204635
Trump admin files motion to vacate restraining order prohibiting DOGE access to Treasury payment systems,2025-02-10,foxnews.com,0,uncategorized,-15.36966,-4.039762,https://www.foxnews.com/politics/trump-admin-files-motion-vacate-restraining-order-prohibiting-doge-access-treasury-payment-systems
Trump says Musk’s DOGE cost-cutting efforts will be ‘biggest thing’ SpaceX boss ‘has ever done’,2025-02-19,nypost.com,0,uncategorized,1.0705284,2.5523677,https://nypost.com/2025/02/19/us-news/trump-says-musks-doge-cost-cutting-efforts-will-be-biggest-thing-spacex-boss-has-ever-done/
Hundreds rally in Long Beach to protest President Trump and Elon Musk,2025-02-17,latimes.com,0,uncategorized,-0.21100609,-19.745558,https://www.latimes.com/california/story/2025-02-17/presidents-day-rally-long-beach
Mike Lee with Alex Marlow: DOGE Proving Govt 'Had Been Kidnapped by the Deep State',2025-02-11,breitbart.com,0,uncategorized,-23.958567,14.962196,https://www.breitbart.com/politics/2025/02/11/exclusive-mike-lee-with-alex-marlow-doge-work-absolutely-essential-to-reclaim-the-government/
DOJ sends letter to Democratic lawmaker over Elon Musk criticism,2025-02-20,newsweek.com,0,uncategorized,22.907503,5.0694666,https://www.newsweek.com/doj-sends-robert-garcia-letter-elon-musk-criticisms-2034123
Defense Secretary Hegseth working with DOGE to cut the 'BS',2025-02-20,foxnews.com,0,uncategorized,-8.741227,17.013205,https://www.foxnews.com/politics/defense-sec-hegseth-working-doge-cut-bs
"Elon Musk jokes ""Trump derangement syndrome"" is real",2025-02-18,newsweek.com,0,uncategorized,14.256501,-2.689784,https://www.newsweek.com/elon-musk-trump-derangement-syndrome-real-2032615
DOGE USDA Discovers and Cancels Grant for 'Increasing DEIA Programming for Integrated Pest Management',2025-02-21,breitbart.com,0,uncategorized,-24.275831,19.857697,https://www.breitbart.com/politics/2025/02/21/doge-usda-discovers-and-cancels-grant-for-increasing-deia-programming-for-integrated-pest-management/
Musk launches Grok 3 AI chatbot. Here's what to know.,2025-02-18,cbsnews.com,0,uncategorized,27.235756,-23.098166,https://www.cbsnews.com/news/elon-musk-grok-3-xai-ai-chatbot-openai/
Ashley St Clair Sues Elon Musk For Sole Custody Of Son,2025-02-22,buzzfeed.com,0,uncategorized,34.617847,-12.180195,https://www.buzzfeed.com/chelseastewart/ashley-st-clair-sues-elon-musk-for-custody-son
Elon Musk-led group makes surprise bid of nearly $100bn for OpenAI,2025-02-10,theguardian.com,2,Elon Musk's OpenAI Bid,25.39751,-27.73615,https://www.theguardian.com/technology/2025/feb/10/elon-musk-open-ai-bid
Senate DOGE chair says she speaks with Elon Musk 'every few days' as Trump admin slashes spending,2025-02-11,foxnews.com,0,uncategorized,1.1394378,7.881246,https://www.foxnews.com/politics/senate-doge-chair-says-she-speaks-elon-musk-every-few-days-trump-admin-slashes-spending
Top Trump agency recovers eye-popping sum after launching DOGE task force,2025-02-14,foxnews.com,0,uncategorized,-21.12743,23.211239,https://www.foxnews.com/politics/top-trump-agency-recovers-eye-popping-sum-launching-doge-task-force
New Sen. Jim Justice 'absolutely' shocked by Democrats' response to Elon Musk's DOGE revelations,2025-02-14,foxnews.com,0,uncategorized,2.9248216,6.668519,https://www.foxnews.com/media/new-sen-jim-justice-absolutely-shocked-democrats-response-elon-musks-doge-revelations
A Musk ally was accidentally given broad access to sensitive Treasury data.,2025-02-11,nytimes.com,0,uncategorized,-13.675315,-1.6035432,https://www.nytimes.com/2025/02/11/us/elon-musk-treasury-data-x-employee.html
Planned Parenthood appears to scrub Instagram as fears of DOGE cuts loom,2025-02-15,foxnews.com,0,uncategorized,-2.3995192,20.105438,https://www.foxnews.com/politics/planned-parenthood-appears-scrub-instagram-fears-doge-cuts-loom
Elon Musk waves chainsaw before giving DOGE update at CPAC,2025-02-20,usatoday.com,0,uncategorized,3.948349,-0.07409194,https://www.usatoday.com/story/news/politics/2025/02/20/elon-musk-waives-chainsaw-before-giving-doge-update-at-cpac/79352970007/
"DOGE stimulus checks: Johnson side-steps question on Trump plan, says US has 'giant deficit'",2025-02-20,foxnews.com,0,uncategorized,-3.732788,26.14126,https://www.foxnews.com/politics/doge-stimulus-checks-johnson-side-steps-question-trump-plan-says-us-has-giant-deficit
"Democrats loved idea of DOGE before Trump, White House quips",2025-02-16,foxnews.com,0,uncategorized,1.6760073,5.5944934,https://www.foxnews.com/politics/democrats-loved-idea-doge-before-trump-white-house-quips
X in talks to raise money at $44B valuation — same price Elon Musk paid to buy Twitter: report,2025-02-19,nypost.com,0,uncategorized,23.521818,-23.8593,https://nypost.com/2025/02/19/business/elon-musks-x-in-talks-to-raise-money-at-44b-valuation-what-he-paid-for-twitter-report/
Exclusive -- Rand Paul Explains What Must Be Done to Make DOGE Discoveries Stick,2025-02-21,breitbart.com,0,uncategorized,-24.86375,19.717861,https://www.breitbart.com/radio/2025/02/21/exclusive-rand-paul-explains-what-must-be-done-to-make-doge-discoveries-stick/
"DOGE lays off 3,600 probationary HHS employees – but retains 4,000",2025-02-15,foxnews.com,0,uncategorized,-20.215853,8.576367,https://www.foxnews.com/politics/doge-lays-off-3600-probationary-hhs-employees-retains-4000
Elon Musk Offers to Withdraw $97 Billion OpenAI Bid if Organization Remains a Nonprofit,2025-02-13,breitbart.com,2,Elon Musk's OpenAI Bid,27.713074,-29.773378,https://www.breitbart.com/tech/2025/02/13/elon-musk-offers-to-withdraw-97-billion-openai-bid-if-organization-remains-a-nonprofit/
Oregon congresswoman determined to protect federal workers with Stop Musk Act,2025-02-12,foxnews.com,0,uncategorized,-4.0066957,-7.4447665,https://www.foxnews.com/politics/oregon-congresswoman-determined-protect-federal-workers-stop-musk-act
DOGE says it found nearly untraceable budget line item responsible for $4.7T in payments,2025-02-17,foxnews.com,0,uncategorized,-16.209404,18.437384,https://www.foxnews.com/politics/doge-says-found-nearly-untraceable-budget-line-item-responsible-4-7t-payments
"Fmr. GAO Head: What DOGE Is Doing 'Needs to Be Done,' But Needs More Transparency",2025-02-12,breitbart.com,0,uncategorized,-23.425438,11.751059,https://www.breitbart.com/clips/2025/02/12/fmr-gao-head-what-doge-is-doing-needs-to-be-done-but-needs-more-transparency/
Fact Check: Did Trump Create a $400 Million Contract to Buy Armored Teslas from Elon Musk?,2025-02-13,breitbart.com,0,uncategorized,2.2058527,-7.628395,https://www.breitbart.com/tech/2025/02/13/fact-check-did-trump-create-a-400-million-contract-to-buy-armored-teslas-from-elon-musk/
Musk-led investor group offers $97.4 billion for OpenAI — Altman declines,2025-02-10,cnbc.com,2,Elon Musk's OpenAI Bid,25.785227,-28.353638,https://www.cnbc.com/2025/02/10/musk-and-investors-offering-97point4-billion-for-control-of-openai-wsj.html
Letters to the Editor: What is Elon Musk doing in the Oval Office acting like a president?,2025-02-14,latimes.com,0,uncategorized,7.4836464,-12.057489,https://www.latimes.com/opinion/letters-to-the-editor/story/2025-02-14/what-is-elon-musk-doing-in-the-oval-office-acting-like-a-president
Dubai Loop: Elon Musk to Build Huge Underground Road Network,2025-02-13,newsweek.com,0,uncategorized,25.328527,-16.280045,https://www.newsweek.com/dubai-loop-elon-musk-boring-company-underground-road-2030524
Elon Musk's DOGE seeks access restricted IRS computer systems,2025-02-17,usatoday.com,0,uncategorized,5.9795365,19.828772,https://www.usatoday.com/story/news/politics/2025/02/17/doge-seeks-irs-computer-system-access/78960447007/
"Trump tariffs, Musk's DOGE role and AI are among the top concerns shared by CEOs, Cramer says",2025-02-18,cnbc.com,0,uncategorized,17.470385,-22.734955,https://www.cnbc.com/2025/02/18/trump-tariffs-musks-doge-role-and-ai-are-among-ceos-top-concerns-cramer-says.html
FDA staff reviewing Musk’s Neuralink were cut in DOGE firings,2025-02-17,usatoday.com,0,uncategorized,-17.796885,1.130192,https://www.usatoday.com/story/news/politics/2025/02/17/fda-elon-musk-neuralink-doge-trump/79000197007/
Sam Altman says Musk aims to 'slow down a competitor' with his $97.4 billion bid for OpenAI,2025-02-11,cnbc.com,2,Elon Musk's OpenAI Bid,25.787127,-26.084824,https://www.cnbc.com/2025/02/11/musks-97point4-billion-for-openai-aims-to-slow-down-a-competitor-sam-altman-says.html
Judge grants 19 AGs preliminary injunction against DOGE access to Treasury payment system,2025-02-21,foxnews.com,0,uncategorized,-15.820747,-5.062065,https://www.foxnews.com/politics/judge-grants-19-ags-preliminary-injunction-against-doge-access-treasury-payment-system
GOP privacy hawks brush off concerns about DOGE data dives,2025-02-18,politico.com,0,uncategorized,6.533112,16.709606,https://www.politico.com/live-updates/2025/02/18/congress/gop-privacy-hawks-brush-off-concerns-doge-data-dives-00204812
Judge Paul Engelmayer faces impeachment for blocking's Musk's Doge,2025-02-11,newsweek.com,0,uncategorized,-12.333324,-14.254488,https://www.newsweek.com/judge-paul-engelmayer-faces-impeachment-blockings-musks-doge-2029461
Elon Musk and Google Warn of Tech Exodus from UK over Online Safety Act Fees,2025-02-17,breitbart.com,0,uncategorized,17.835205,-18.638065,https://www.breitbart.com/tech/2025/02/17/elon-musk-and-google-warn-of-tech-exodus-from-uk-over-online-safety-act-fees/
Trump empowers Musk by ordering agencies to cooperate with Doge,2025-02-11,theguardian.com,0,uncategorized,-13.943563,3.0615673,https://www.theguardian.com/us-news/2025/feb/11/trump-doge-executive-order-musk
"Watchdog group sues for DOGE records, arguing they should be made available to public",2025-02-21,cbsnews.com,0,uncategorized,-17.464466,-9.3666,https://www.cbsnews.com/news/watchdog-group-sues-for-doge-records/
Unions sue to stop DOGE from accessing federal data,2025-02-10,politico.com,0,uncategorized,-16.733414,-8.191542,https://www.politico.com/news/2025/02/10/unions-doge-musk-lawsuit-federal-data-00203489
Nolte: Elon Musk and DOGE Ready to Audit the Gold in Fort Knox,2025-02-18,breitbart.com,0,uncategorized,-27.578064,-20.99494,https://www.breitbart.com/politics/2025/02/18/nolte-elon-musk-doge-ready-audit-gold-fort-knox/
Elon Musk granted access to student loans by Obama-appointed judge,2025-02-18,newsweek.com,0,uncategorized,-12.052192,7.6900682,https://www.newsweek.com/judge-elon-musk-doge-department-education-federal-court-restraining-order-student-loan-information-2032534
Entrepreneur urges Dem Rep. Raskin to stop complaining about Elon Musk,2025-02-14,foxnews.com,0,uncategorized,-4.455223,-9.584163,https://www.foxnews.com/media/entrepreneur-urges-dem-rep-raskin-over-elon-musk-attacks-urges-him-stop-complaining
Elon Musk calls for the U.S. government to delete entire agencies: 'Remove the roots of the weed',2025-02-13,cnbc.com,0,uncategorized,-3.7956276,-5.240435,https://www.cnbc.com/2025/02/13/elon-musk-calls-for-the-us-government-to-delete-entire-agencies-remove-the-roots-of-the-weed.html
Elon Musk in row with Danish astronaut over claim Biden abandoned ISS pair,2025-02-21,theguardian.com,0,uncategorized,24.700735,-8.678431,https://www.theguardian.com/technology/2025/feb/21/elon-musk-butch-wilmore-suni-williams-nasa-astronaut-iss-claims-biden
Exclusive -- AZ Speaker Steve Montenegro on State DOGE Efforts: 'We Have to Claw Back that Heavy Hand of Government',2025-02-15,breitbart.com,0,uncategorized,-26.581465,17.151558,https://www.breitbart.com/radio/2025/02/15/exclusive-az-speaker-steve-montenegro-on-state-doge-efforts-we-have-to-claw-back-that-heavy-hand-of-government/
"OpenAI CFO talks possibility of going public, says Musk bid isn't a distraction",2025-02-20,cnbc.com,0,uncategorized,25.908186,-30.25327,https://www.cnbc.com/2025/02/20/openai-cfo-on-possibility-of-going-public-musk-takeover-bid.html
Stephen Colbert on Elon Musk: ‘An unelected donor running an unauthorized employee kill squad’,2025-02-20,theguardian.com,0,uncategorized,-1.3810027,-3.6710641,https://www.theguardian.com/culture/2025/feb/20/stephen-colbert-elon-musk-doge
Elon Musk quips he finds Genghis Khan ‘interesting’ in wake of Ashley St. Clair baby claim,2025-02-17,nypost.com,0,uncategorized,34.969032,-9.614809,https://nypost.com/2025/02/17/us-news/elon-musk-quips-he-finds-genghis-khan-interesting-in-wake-of-ashley-st-clair-baby-claim/
Trump weighing ‘DOGE dividend’ to send taxpayers checks with saved funds — here’s how much Americans could get,2025-02-19,nypost.com,0,uncategorized,-7.358693,30.618362,https://nypost.com/2025/02/19/us-news/trump-weighs-doge-dividend-to-send-americans-checks-with-saved-funds/
Dems fail to land viral moment at DOGE hearing,2025-02-12,politico.com,0,uncategorized,-3.135763,7.175022,https://www.politico.com/live-updates/2025/02/12/congress/doge-subcommittee-mtg-musk-00203870
"Social Security head steps down over DOGE access of recipient information, sources say",2025-02-17,cnn.com,0,uncategorized,11.205609,25.844467,https://www.cnn.com/2025/02/17/politics/social-security-head-steps-down-doge-access/index.html
Anderson Cooper tells Chris Sununu 'don't be a d--k' during clash over DOGE cuts,2025-02-12,foxnews.com,0,uncategorized,9.491,5.2285256,https://www.foxnews.com/media/anderson-cooper-tells-chris-sununu-dont-d-k-during-clash-over-doge-cuts
"Elon Musk trolls CNN’s Dana Bash with sophomoric, NSFW name change",2025-02-12,nypost.com,0,uncategorized,7.9172387,-3.272575,https://nypost.com/2025/02/12/media/elon-musk-trolls-cnns-dana-bash-with-nsfw-name-change/
"JFK Library in Boston Temporarily Closed After DOGE Cuts, Kennedy Family Says",2025-02-18,nytimes.com,0,uncategorized,-1.8096372,14.886668,https://www.nytimes.com/2025/02/18/us/politics/jfk-library-closed-layoffs.html
Report: Elon Musk Still Hasn't Contacted Ashley St. Clair After She Went Public with His Child,2025-02-19,breitbart.com,0,uncategorized,36.141808,-10.356066,https://www.breitbart.com/tech/2025/02/19/report-elon-musk-still-hasnt-contacted-ashley-st-clair-after-she-went-public-with-his-child/
DOGE finds nearly $40 billion in spending linked to government-issued credit cards,2025-02-19,nypost.com,0,uncategorized,-19.346272,19.71187,https://nypost.com/2025/02/19/us-news/doge-finds-nearly-40-billion-in-spending-linked-to-government-issued-credit-cards/
Acting head of Social Security Administration resigns after dispute with Elon Musk’s DOGE: report,2025-02-17,nypost.com,0,uncategorized,10.851143,24.403572,https://nypost.com/2025/02/17/us-news/acting-head-of-social-security-administration-michelle-king-resigns-after-dispute-with-doge-report/
"Sheryl Crow sells her Tesla to protest Elon Musk, donates the money to NPR",2025-02-16,foxnews.com,0,uncategorized,13.424068,-28.932102,https://www.foxnews.com/media/sheryl-crow-sells-her-tesla-protest-elon-musk-donates-money-npr
"GOP lawmakers set sights on PBS, NPR amid Trump's DOGE crackdown",2025-02-10,foxnews.com,0,uncategorized,-2.9010673,4.895355,https://www.foxnews.com/politics/gop-lawmakers-set-sights-pbs-npr-amid-elon-musks-doge-audits
"DOGE must 'defund' Planned Parenthood, Mike Pence's watchdog group urges Musk",2025-02-11,foxnews.com,0,uncategorized,-2.3993418,20.087986,https://www.foxnews.com/politics/doge-must-defund-planned-parenthood-mike-pences-watchdog-group-urges-musk
DOGE slashes millions more in 'nonsense' contracts across several federal agencies,2025-02-12,foxnews.com,0,uncategorized,-16.577381,20.658476,https://www.foxnews.com/politics/doge-slashes-millions-more-canceled-nonsense-contracts-across-several-agencies
"DOGE boasts dozens of contract cancellations on Wednesday, totaling over $150M in savings",2025-02-13,foxnews.com,0,uncategorized,-16.367067,21.212896,https://www.foxnews.com/politics/doge-boasts-dozens-contract-cancellations-wednesday-totaling-over-150m-savings
Former Democratic presidential candidate says his party is acting ‘pathetically’ to thwart Musk’s DOGE,2025-02-13,foxnews.com,0,uncategorized,6.094564,2.4411967,https://www.foxnews.com/media/former-democratic-presidential-candidate-says-his-party-acting-pathetically-thwart-musks-doge
DOGE Says FEMA Spent $59M Last Week to House Illegals in NYC Hotels,2025-02-10,breitbart.com,0,uncategorized,16.079634,14.214394,https://www.breitbart.com/politics/2025/02/10/doge-says-fema-sent-59-million-payment-last-week-hotels-nyc-house-illegal-aliens/
Poll: Majority Approve of Elon Musk Running DOGE,2025-02-13,breitbart.com,0,uncategorized,5.7759624,0.29200682,https://www.breitbart.com/politics/2025/02/13/poll-majority-approve-of-elon-musk-running-doge/
Trump DOJ calls judge's DOGE order 'anti-constitutional',2025-02-10,foxnews.com,0,uncategorized,-13.570371,-11.348184,https://www.foxnews.com/politics/trump-doj-calls-judges-doge-order-anti-constitutional
DOGE uncovers over 4M government credit cards responsible for 90M transactions,2025-02-19,foxnews.com,0,uncategorized,-18.899723,19.72524,https://www.foxnews.com/politics/doge-uncovers-over-4-million-government-credit-cards-responsible-90-million-transactions
Scoop: More than 100 lawmakers join Congressional DOGE Caucus,2025-02-10,foxnews.com,0,uncategorized,-1.8792421,10.682788,https://www.foxnews.com/politics/scoop-more-than-100-lawmakers-join-congressional-doge-caucus
"DOGE needs to 'cut deeper' and must ‘keep slashing’ to succeed, says Kevin O’Leary",2025-02-18,foxnews.com,0,uncategorized,-13.501407,16.83268,https://www.foxnews.com/media/doge-needs-cut-deeper-must-keep-slashing-succeed-kevin-oleary
Hegseth orders Pentagon to make plans for major budget cuts to align with Trump DOGE priorities,2025-02-19,foxnews.com,0,uncategorized,-7.818972,17.882406,https://www.foxnews.com/politics/hegseth-orders-pentagon-make-plans-major-budget-cuts-align-trump-doge-priorities
DOGE: Feds Spent $40 Billion on 4.6 Million Credit Cards in FY2024,2025-02-20,breitbart.com,0,uncategorized,-19.536575,19.652603,https://www.breitbart.com/economy/2025/02/20/doge-feds-spent-40-billion-on-4-6-million-credit-cards-in-fy2024/
DOGE puts DEI on chopping block with termination of over $370M in education department grants,2025-02-17,foxnews.com,0,uncategorized,-16.843426,14.217907,https://www.foxnews.com/politics/doge-dei-chopping-termination-370m-education-department-grants
"Trump issues warning about wasteful spending, orders 'radical transparency' amid DOGE probes, revelations",2025-02-18,foxnews.com,0,uncategorized,0.9408733,11.333831,https://www.foxnews.com/politics/trump-issues-warning-about-wasteful-spending-orders-radical-transparency-amid-doge-probes-revelations
Elon Musk's DOGE Website Hacked,2025-02-14,breitbart.com,0,uncategorized,-6.79239,4.003137,https://www.breitbart.com/tech/2025/02/14/elon-musks-doge-website-hacked/
Tesla boss Elon Musk urged to rescue Nissan after merger talks with Honda collapse,2025-02-21,nypost.com,0,uncategorized,19.10648,-28.905348,https://nypost.com/2025/02/21/business/tesla-boss-elon-musk-urged-to-rescue-nissan-after-merger-talks-with-honda-collapse/
DOGE Eliminates over $100M in DEI Funding at Department of Education,2025-02-11,breitbart.com,0,uncategorized,-17.213114,13.404207,https://www.breitbart.com/politics/2025/02/11/doge-eliminates-100m-dei-funding-department-education/
'Obama Bros' on DOGE: 'Some of the stuff we should've done',2025-02-11,foxnews.com,0,uncategorized,-7.1683335,12.5103245,https://www.foxnews.com/politics/obama-bros-doge-some-stuff-we-shouldve-done
Musk says DOGE is 'what democracy is all about' during Oval Office visit,2025-02-11,cnbc.com,0,uncategorized,0.62947387,-1.5286578,https://www.cnbc.com/2025/02/11/trump-musk-oval-office-doge-order.html
Men claiming to be from DOGE at San Francisco City Hall were wearing cryptocurrency t-shirts,2025-02-18,cbsnews.com,0,uncategorized,-5.614051,-5.2742257,https://www.cbsnews.com/sanfrancisco/news/men-claiming-doge-san-francisco-city-hall-wearing-cryptocurrency-t-shirts-dogecoin/
